countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k,rgdpo.pop,Country Name,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),Duration of compulsory education (years),"Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)","Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)","Elderly literacy rate, population 65+ years, both sexes (%)","Human Capital Index (HCI): Expected Years of School, Total","Human Capital Index (HCI): Expected Years of School, Female","Human Capital Index (HCI): Expected Years of School, Male",Number of years of free pre-primary education guaranteed in legal frameworks,Number of years of free primary and secondary education guaranteed in legal frameworks,yrs_sch,fdi,voc,voc_pc,Years.Ratio,European.Average,gen,year_orig,rgdpo.pop.roll,log.rgdpo.pop,log.rgdpo.pop.roll
ITA,Italy,Euro,2015,2296760.75,2241117,60.578494,24.44461441,1717.46898,3.085470676,1691973.875,2224822.5,2293957.25,2239249.5,16248664,0.186048537,0.738410175,0.707356989,2365813.25,1747477.875,2320127.5,16822966,0.98492378,0.999904931,0.994062841,0.517628372,0.079941772,0.036996014,0.901658962,0.866737425,0.800319731,0.819872618,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.810794154,NA,0.591936648,0.237958565,0.163662001,0.304893792,-0.3035025,0.005051496,0.841686666,0.589421093,0.957341611,0.669352174,0.60465306,0.468745708,0.645443916,36995.25776,Italy,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0,8,11.11,0.7243366,1,34.32,1.0163339,1.0013992,1,45,43712.74399,10.51854501,10.68539496
LUX,Luxembourg,Euro,1970,9411.630859,8027.518066,0.339668,0.141585916,1845.833713,2.060111761,5748.609375,7675.133789,9729.157227,8175.135254,31686.03125,0.001384213,1.151686192,1.078194737,9880.458984,6184.262207,9627.401367,43004.21875,0.130450323,1.014622808,1.247937918,0.545945168,0.140165925,0.033477914,1.239467625,0.147974417,0.155120775,0.184607893,Extrapolated,Extrapolated,Market-based,Regular,Regular,NA,NA,0.582957447,0.235656589,0.120224692,0.495017827,-0.707191348,0.273334742,0.144420564,0.176445022,0.165206671,0.086639151,0.076886103,0.117489018,1.314023852,23633.4246,Luxembourg,3.34,5.73,6.14,16.21,3.41,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,16.356641,1,45.68,0.8339623,0.9013237,0,0,22987.35087,10.07041729,10.04269938
LUX,Luxembourg,Euro,1975,10114.70996,8540.199219,0.353983,0.156628236,1741.352811,2.530049801,7160.845703,9187.883789,10506.83984,7896.910645,39547.01953,0.001397452,0.905550003,1.063284874,11403.49023,7837.369141,11376.39844,54381.66797,0.171953067,0.902093172,1.135990739,0.545945168,0.099966154,0.032268435,0.911725529,0.304605991,0.307736784,0.409443796,Benchmark,Extrapolated,Market-based,Regular,Regular,0.833345324,NA,0.752714336,0.256687492,0.154076427,0.642188668,-1.032200694,0.226533756,0.283761561,0.318796754,0.406437874,0.15410471,0.135940999,0.263357997,1.665199995,24126.01514,Luxembourg,4.66,7.8,6.14,16.21,5.04,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21,16.356641,1,31.55,0.861678,0.9104558,0,5,26015.13692,10.091046,10.16643384
LUX,Luxembourg,Euro,1980,12092.2627,10235.34863,0.364038,0.159373522,1682.29918,2.599287987,8591.533203,11595.44531,12583.41699,8743.459961,46850.08203,0.001385262,0.913309872,1.219410062,12756.27051,9021.507813,12983.31543,64168.39453,0.213088378,0.910544574,1.169821262,0.545945168,0.101764143,0.030431831,0.724881982,0.508721352,0.495267719,0.712779701,Benchmark,Extrapolated,Market-based,Regular,Regular,0.877634182,NA,0.800999701,0.343560994,0.181624264,0.694442689,-1.21473515,0.194107473,0.471959412,0.456788927,0.670848787,0.23747927,0.203590527,0.429990768,1.90315187,28116.15444,Luxembourg,5.34,8.82,5.69,15.04,5.92,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55,16.356641,1,29.35,0.8813187,0.932804,0,10,27363.22828,10.24409958,10.21695536
LUX,Luxembourg,Euro,1985,11932.81348,9652.274414,0.366884,0.161423594,1634.855518,2.662783146,8210.259766,10798.19141,12412.70313,9022.054688,45300.79688,0.001184176,0.916362882,1.060636044,14422.16016,9696.144531,13591.73633,71583.39063,0.244305491,0.963116944,1.145724058,0.545945168,0.106941402,0.029743731,1.471942171,0.399882764,0.381739885,0.525204539,Benchmark,Extrapolated,Market-based,Regular,Regular,0.83722093,NA,0.754916012,0.286844999,0.15510501,0.782513916,-1.228122234,0.248742238,0.369857162,0.324181288,0.546021283,0.190263137,0.171978876,0.330251575,1.052893639,26308.79083,Luxembourg,5.96,9.81,5.48,14.59,6.65,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.83,16.356641,1,69.01,0.89197856,0.9449358,0,15,28114.80513,10.17765841,10.24405159
LUX,Luxembourg,Euro,1990,17541.16406,14869.13574,0.381791,0.188045263,1633.944518,2.724516153,10341.10156,15828.98926,18058.10742,14362.89355,65532.10547,0.001627346,1.02570498,1.116503358,20681.21875,12421.51172,19310.6582,86018.78125,0.32696858,1.099659562,1.296091318,0.545945168,0.109831087,0.034197133,0.828408515,0.797503352,0.732585728,0.921061754,Interpolated,Extrapolated,Market-based,Regular,Regular,NA,NA,0.596923172,0.382087886,0.123064145,0.538704515,-0.871435165,0.230655491,0.718210876,0.610258102,1.182112098,0.441114873,0.386008441,0.608878672,1.608593822,38945.74712,Luxembourg,7.03,11.85,8.42,22.32,7.46,11.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.24,16.356641,1,59.55,0.9190031,0.9564895,0,20,39139.87468,10.56992486,10.57489704
LUX,Luxembourg,Euro,1995,22417.76172,19156.44141,0.408149,0.215219244,1592.61453,2.800888777,11471.81055,18096.3125,22715.64258,18621.78711,97285.39063,0.00207847,1.021912217,0.981034756,25104.14258,14229.19922,21586.41016,102757.375,0.407296777,1.121051311,1.216793656,0.545945168,0.113620006,0.039790053,0.730790524,1.104983807,0.95037818,1.159311414,Benchmark,Extrapolated,Market-based,Regular,Regular,NA,NA,0.511697114,0.355739295,0.104345314,0.528466046,-0.785913169,0.285665363,0.969575286,0.68264389,1.769010901,0.593025804,0.520181954,0.642516553,1.57228601,46934.92183,Luxembourg,8.3,13.64,9.25,24.59,8.99,13.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.57,16.356641,1,64.81,0.93528813,0.97792596,0,25,47524.88878,10.75651728,10.76900883
LUX,Luxembourg,Euro,2000,32184.43945,29038.34375,0.436103,0.263161659,1602.215489,2.869960308,15467.5,24280.86719,32382.62891,29054.38672,90164.71875,0.001590407,1.333166718,1.071716905,33502.56641,17076.57813,27324.51758,124449.7891,0.521904111,1.178260684,1.213031769,0.540037632,0.160671607,0.042395074,1.085400833,0.72469604,0.6566329,0.731851578,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.434475243,0.303340286,0.097888425,0.563414514,-0.777047455,0.377928972,0.638018131,0.537181795,1.109413624,0.481144577,0.469174564,0.520600736,1.652746558,66585.97568,Luxembourg,9.35,14.95,3.93,10.39,10.58,16.42,11,NA,NA,NA,NA,NA,NA,3,13,9.92,16.356641,1,32.89,0.95083576,0.9831894,0,30,60704.84926,11.10624926,11.01377886
LUX,Luxembourg,Euro,2005,37323.53516,30263.48242,0.457842,0.301968127,1549.842374,2.992577553,18133.56445,28473.73242,38260.78125,28036.05078,98481.09375,0.001526161,1.119627833,1.054805517,38744.46484,19730.95508,31365.93945,149470.1875,0.635069847,1.152665496,1.177899718,0.569202662,0.150761694,0.042297781,0.80412,1.100780606,0.976103127,1.332087278,Benchmark,Benchmark,Market-based,Regular,Regular,0.774392749,NA,0.509805083,0.368816882,0.1369894,0.801461697,-1.203287482,0.386214435,0.948526442,0.757456124,1.667393565,0.565866649,0.521276951,0.836404979,2.050493956,66100.27568,Luxembourg,13.29,21.04,12.3,32.25,14.42,21.84,11,NA,NA,NA,NA,NA,NA,3,13,10.59,12.329409,1,31.53,0.9484821,0.9951139,0,35,62014.84492,11.0989282,11.03512907
LUX,Luxembourg,Euro,2010,47452.07031,34426.83984,0.507889,0.359174132,1516.497942,3.186408281,20278.38281,32211.91992,47994.96094,33587.26563,159612.4063,0.002221805,0.96234107,0.890056551,43718.67578,21740.21289,34614.07031,177193.8906,0.758087635,1.068361163,1.067726851,0.56690377,0.145375729,0.043018118,0.755044952,1.291836023,1.108709693,1.584305167,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.456764966,0.355299473,0.146987185,0.630873442,-1.040712833,0.450787812,1.116674304,0.797527373,1.836153984,0.656522393,0.583612144,0.766516626,1.679318905,67784.18087,Luxembourg,18.54,28.19,4.12,10.74,21.21,31.92,12,NA,NA,NA,NA,NA,NA,3,13,11.33,69.60639,1,30.25,0.9459228,1.0017622,0,40,66059.43904,11.12408413,11.09831021
LUX,Luxembourg,Euro,2015,60377.27734,46689.50391,0.566741,0.40290156,1513.675761,3.411934376,24022.55273,39854.49609,60414.12109,46308.83594,217819.9219,0.002758969,1.008426309,0.836770177,50372.44531,24477.4707,40480.27734,212801.4375,0.938925385,1.012361288,1.02693367,0.548756838,0.14726837,0.048322517,0.901658962,1.121231675,0.955810547,1.246942401,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.698162398,NA,0.381322652,0.341877341,0.137423977,0.422701329,-0.739156842,0.455831558,0.985609353,0.704809546,1.497554898,0.644997597,0.563734293,0.615054607,1.280643463,82382.43556,Luxembourg,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,3,13,11.41,75.63003,1,33.10,0.97318333,1.0013992,0,45,72745.55773,11.31912753,11.19472312
MLT,Malta,Euro,1970,1257.788574,1130.744751,0.320545,0.095904626,NA,1.941417694,1181.130981,1569.345947,1248.004517,1116.507202,2824.714355,0.000123025,0.518148601,0.726245701,1339.18335,1315.047974,1775.306152,3095.815674,0.048680104,0.614421368,0.80844152,0.537146688,0.210324511,0.062933117,0.970573024,0.206185654,0.207793072,0.232266039,Extrapolated,Extrapolated,Market-based,Regular,Regular,NA,NA,0.877898455,0.347704858,0.179981858,0.271691501,-0.890149951,0.21287331,0.203575671,0.212683573,0.218916357,0.127102569,0.161524191,0.165064618,2.589712143,3527.569455,Malta,2.62,4.18,5.34,8.97,2.4,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06,4.6266418,0,10.05,0.82089555,0.9013237,0,0,3537.231374,8.168364373,8.171099602
MLT,Malta,Euro,1975,2155.518555,2059.696777,0.322356,0.100954257,NA,2.059705496,1755.130493,2369.091553,2159.12207,1818.532471,4075.525391,0.000140303,0.734428942,0.965582848,1989.654419,1992.906738,2664.244873,4513.118164,0.070245028,0.743042588,0.987550437,0.537146688,0.289656192,0.056733042,0.896304059,0.242943347,0.227357998,0.269939452,Extrapolated,Extrapolated,Market-based,Regular,Regular,NA,NA,0.790973902,0.337613434,0.174161747,0.371405065,-1.000864148,0.326710045,0.241349161,0.182804152,0.250183493,0.246860668,0.20595023,0.167344928,2.566888332,6389.509663,Malta,3.31,4.82,5.63,8.41,3.31,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,3.340159,0,11.54,0.8456376,0.9104558,0,5,6499.95841,8.762412809,8.779551057
MLT,Malta,Euro,1980,3528.181152,3663.576416,0.331497,0.108452618,NA,2.173107862,2589.304443,3603.383789,3532.821533,3039.574707,6260.532715,0.000176691,0.946220219,1.129320502,3434.180176,2914.172852,4029.344238,6955.600586,0.110078238,0.977346659,1.138175011,0.537146688,0.275606215,0.057805404,0.804627686,0.389812738,0.366016269,0.425411582,Extrapolated,Extrapolated,Market-based,Regular,Regular,NA,NA,0.702385187,0.333625406,0.149478868,0.412673384,-0.928312659,0.3301498,0.38694492,0.305255532,0.403288305,0.384993315,0.33159402,0.299052387,3.155806065,11051.61258,Malta,3.81,5.15,4.61,6.27,4.1,5.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51,2.1302857,0,16.72,0.8523985,0.932804,0,10,11471.21379,9.310331631,9.347596027
MLT,Malta,Euro,1985,3875.353027,4393.429199,0.34625,0.116013244,NA,2.37745285,3061.895508,4332.377441,3867.295654,3794.887207,9571.691406,0.000250149,0.841284096,0.928803265,3734.850586,3418.848389,4829.393066,10540.73145,0.169208899,0.8006621,1.02758491,0.537146688,0.203721881,0.057124082,1.092837176,0.31977579,0.298950016,0.304654121,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.667418718,0.334787816,0.139428839,0.306166708,-0.630788326,0.182986259,0.315706193,0.248759389,0.339256078,0.344580919,0.313709825,0.225711957,1.239677429,12688.60418,Malta,4.4,5.56,8.14,10.27,4.35,5.4,NA,0.9897,NA,64.95083,NA,NA,NA,NA,NA,8.38,1.6970547,0,22.01,0.8759777,0.9449358,0,15,12773.21688,9.448459561,9.455105826
MLT,Malta,Euro,1990,5354.54541,5463.126953,0.362015,0.132750615,NA,2.565773964,4061.187988,5820.371094,5298.679199,4923.504395,13341.85059,0.000311091,0.793112814,0.926056921,5035.577637,4417.740234,6532.628906,14602.07813,0.240056768,0.821150899,1.057330608,0.537146688,0.182110056,0.060881346,0.740251572,0.501939654,0.497233748,0.535123289,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.674525082,0.357303023,0.150332138,0.447171539,-0.844827056,0.215495378,0.491567463,0.486369878,0.548478544,0.511291146,0.46949026,0.396887362,1.708327413,15090.88561,Malta,5.39,6.43,11.56,13.7,5.21,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19,1.178559,0,22.10,0.8997934,0.9564895,0,20,15175.21894,9.621846239,9.627419044
MLT,Malta,Euro,1995,6831.073242,6444.413086,0.376896,0.143878788,2257.289894,2.686653852,5237.52002,7291.326172,6662.880371,5991.283691,18584.20313,0.000389064,0.746424913,0.897376239,6575.533691,5674.054199,8315.15332,20242.75977,0.339549571,0.850398064,1.067359328,0.537146688,0.190989181,0.063339762,0.82240566,0.553099036,0.5549137,0.617117107,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.693417847,0.342799038,0.180772111,0.587514162,-0.988364041,0.183860913,0.537250817,0.559541345,0.613890767,0.543533385,0.496784568,0.377509177,1.466408134,17098.65078,Malta,6.5,7.36,11.21,12.62,6.25,7.08,NA,0.97097,0.94881,72.2485,NA,NA,NA,NA,NA,10.06,11.3305645,0,13.10,0.94202894,0.97792596,0,25,17456.5778,9.746754838,9.767471808
MLT,Malta,Euro,2000,9706.821289,10049.63184,0.393645,0.146938026,2251.181694,2.792943716,7479.986328,10096.37988,9418.810547,9572.483398,25610.95703,0.000431134,0.927114844,0.940627873,8442.527344,8142.546875,11043.91211,27866.55469,0.479556382,0.900978506,1.16980648,0.513171792,0.189537063,0.066441253,1.020614935,0.436732888,0.430345297,0.423436671,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.601661503,0.27332443,0.179743528,0.507358491,-0.727199674,0.165111721,0.442437083,0.412083834,0.417639047,0.501966059,0.488245904,0.316821337,1.230083108,25529.68243,Malta,7.4,8.82,17.99,20.25,7.26,8.25,11,NA,NA,NA,NA,NA,NA,2,13,10.43,17.190077,0,10.06,0.9422719,0.9831894,0,30,22480.71954,10.14759707,10.02041331
MLT,Malta,Euro,2005,10737.77051,10343.13574,0.404653,0.150748998,2157.913526,2.916723728,8614.550781,11032.68164,10769.16699,9527.700195,25173.12695,0.000365273,0.904560387,0.971631348,9350.416992,8924.026367,11746.52051,35199.74609,0.593668997,0.889875174,1.109574437,0.545461476,0.171062216,0.059819464,0.805444659,0.601884186,0.593649864,0.671002924,Benchmark,Benchmark,Market-based,Regular,Regular,0.778557807,NA,0.691582263,0.253800035,0.212576255,0.44634822,-0.804240942,0.199934199,0.611204386,0.5643152,0.571562469,0.571544588,0.504430115,0.528774023,1.547399402,25560.50676,Malta,7.58,9.34,7.26,8.18,9.21,10.47,11,0.97417,NA,81.83255,NA,NA,NA,2,13,10.6,340.25974,0,15.43,0.9521179,0.9951139,0,35,24746.66886,10.14880373,10.11644617
MLT,Malta,Euro,2010,12922.6416,11165.51758,0.414253,0.16280584,2110.202088,2.999403238,9671.032227,13040.72852,12923.23535,10797.82324,41957.26172,0.000567769,0.764376223,0.890265942,10333.9375,9601.845703,13044.7002,43948.96875,0.753833115,0.84243387,1.055487752,0.514360189,0.163822919,0.058420155,0.755044952,0.698610663,0.676342905,0.809472322,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.658061028,0.31207183,0.2375855,0.515568614,-0.944778502,0.221491575,0.711062849,0.612434447,0.664120793,0.667638123,0.561892509,0.474559873,1.210380673,26953.37772,Malta,10.52,12.86,15.95,17.96,11.86,13.49,11,NA,NA,NA,NA,NA,NA,2,13,11.06,102.313774,0,15.03,0.978533,1.0017622,0,40,27241.28547,10.2018639,10.21248895
MLT,Malta,Euro,2015,17455.76172,14656.38965,0.433559,0.191138163,1933.22857,3.088002205,11189.5918,15729.06934,17404.13086,14459.39746,50681.98047,0.000652094,0.844870865,0.886117339,13657.64648,11035.95703,15581.96289,51221.42578,0.902190864,0.968307614,1.096500278,0.493855983,0.182202652,0.05862806,0.901658962,0.630079925,0.615360498,0.740681946,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.67672884,NA,0.532202542,0.313946545,0.241660401,0.407757998,-0.860029399,0.364461929,0.672430456,0.579077601,0.536812544,0.664092779,0.545856357,0.448797882,1.127197266,33804.83314,Malta,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,2,13,11.53,32.82451,0,7.57,0.9887834,1.0013992,0,45,30397.34791,10.42835906,10.32211064
NLD,Netherlands,Euro,1970,252807,248212.0625,13.001943,5.578368664,1838.464249,2.655281544,171697.1875,252051.0938,248752.4688,248515.5156,1159971.625,0.055458665,0.885923982,0.895990849,314628.7188,224752.7813,330653.0625,1390746.25,0.234865829,0.748280823,0.885374367,0.728939056,0.053759117,0.034966517,1.642684383,0.159169003,0.153425932,0.153572232,Benchmark,Extrapolated,Market-based,Regular,Regular,0.719126066,NA,0.543172181,0.323335588,0.147719026,0.312438875,-0.357327551,0.030661859,0.150802791,0.141154364,0.189932078,0.150898665,0.150819317,0.089539357,0.495126694,19090.3823,Netherlands,3.31,5.91,1.59,4.2,4.7,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48,1.6575433,1,41.24,0.95281935,0.9013237,1,0,18912.46485,9.856939943,9.8475765
NLD,Netherlands,Euro,1975,317205.375,316201.625,13.683291,5.701593399,1669.984226,2.74966526,223740.5156,303484.4688,316049.125,316202.875,1282496.5,0.053360399,1.08543098,1.051360726,371550.6875,266380.7813,365571.9063,1742498,0.296268702,0.853880525,0.945888579,0.728939056,0.045367669,0.034617633,1.147606385,0.329167664,0.318444371,0.318289548,Benchmark,Extrapolated,Market-based,Regular,Regular,0.833511525,NA,0.567508757,0.252192348,0.140076563,0.39443326,-0.388830006,0.034619041,0.289666325,0.288357645,0.489204168,0.279910684,0.279739857,0.235348731,0.810363054,23108.59464,Netherlands,4.79,8.47,6.1,16.12,5.44,8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28,1.2293099,1,38.83,0.93132156,0.9104558,1,5,23280.80259,10.04795989,10.05538438
NLD,Netherlands,Euro,1980,365959.5,370320.5,14.148415,6.051342487,1580.838214,2.847404242,271046.7188,361502.5,364509.7813,365268.0625,1406710.625,0.051047541,1.153189898,1.149020553,427747,319367.1563,429689.25,2032124.75,0.356038034,0.908646226,1.027662396,0.728939056,0.033816487,0.03428014,0.90216801,0.544058681,0.535401344,0.534289837,Benchmark,Extrapolated,Market-based,Regular,Regular,0.852043709,NA,0.559619665,0.247642204,0.182429135,0.461979151,-0.473197043,0.021526894,0.501342416,0.509459972,0.675095022,0.437195361,0.441821814,0.501975119,0.965470791,26173.99193,Netherlands,6.19,10.95,7.91,20.93,7.04,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.87,1.1674883,1,40.47,0.93241924,0.932804,0,10,25208.29993,10.17252152,10.13492858
NLD,Netherlands,Euro,1985,357372.7813,349436,14.513949,6.048170567,1526.234206,2.922136784,252937.9219,337357.875,355854.375,354548.25,1350182.125,0.040553045,1.080920577,0.994631827,452279.3125,328292.1563,439210.4688,2232272.5,0.407484591,0.92881912,1.015512466,0.672414541,0.050178405,0.033547018,1.50718561,0.41705507,0.404230475,0.405719638,Benchmark,Benchmark,Market-based,Regular,Regular,0.903566142,NA,0.526524365,0.238105714,0.186884671,0.537887752,-0.520041883,0.030639378,0.392802089,0.365805745,0.485384762,0.358044982,0.353684276,0.379496098,0.673381388,24075.87349,Netherlands,7.84,13.85,8.69,23.14,9.18,14.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.22,1.0459993,1,43.11,0.9420152,0.9449358,0,15,24687.25745,10.08896552,10.1140425
NLD,Netherlands,Euro,1990,427072.25,425511.375,14.965448,6.807824612,1476.1852,2.998830557,294820.75,402457.2813,421973.4063,414992.9688,1636162.75,0.043116987,1.025254369,0.982056737,533246.375,366578.25,506943.7188,2529333.75,0.493994951,0.955064893,1.022240043,0.652203023,0.056715392,0.035471488,0.826307303,0.768037677,0.754378498,0.76706773,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.53797555,0.259369522,0.172447905,0.590429366,-0.58910948,0.028887112,0.704923511,0.716965675,0.96493119,0.53671062,0.515305579,0.682441413,1.119023323,28432.91928,Netherlands,9.69,16.74,10.37,27.51,11.05,16.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.59,3.353637,1,51.46,0.9538745,0.9564895,0,20,27958.85023,10.25530288,10.23848907
NLD,Netherlands,Euro,1995,494972.8125,497378.5,15.467851,7.272158623,1481.5582,3.069858313,332813.9063,451501.4063,483527.0313,486166.6563,1993048,0.044341166,1.013378382,0.92971015,597265,403819.5,553925.0625,2817153.5,0.573211491,0.956700742,0.998960197,0.616636872,0.072818905,0.036662925,0.728623662,0.973685801,0.935391366,0.930312634,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.520089507,0.244129241,0.164478019,0.633648574,-0.58435899,0.022013623,0.880468428,0.828009069,1.268444896,0.577811778,0.556150317,0.76749289,1.303655863,32155.63041,Netherlands,11.38,19.31,10.9,28.97,12.9,19.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.88,2.698679,1,48.50,0.95949596,0.97792596,0,25,32362.49057,10.37834284,10.38475533
NLD,Netherlands,Euro,2000,691869.625,678720.5625,15.926188,8.20334816,1464.061441,3.14256835,482856.9688,629279.375,673347.125,693175,2037275,0.037998196,1.216750503,1.06254077,738727.1875,493245.625,690033.0625,3215026.25,0.701154172,1.009646773,1.061801672,0.621638417,0.074096769,0.039449502,1.085400833,0.611352921,0.618466258,0.600775301,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.529904604,0.211234391,0.16668278,0.648508251,-0.588157892,0.031827807,0.570614815,0.641923666,0.740864277,0.473828495,0.488108367,0.667322814,1.114439845,42616.63635,Netherlands,11.81,19.73,3.56,9.43,14.58,22.32,13,NA,NA,NA,NA,NA,NA,2,12,11.14,15.116852,1,33.71,0.9742908,0.9831894,0,30,40791.37324,10.65999998,10.6162259
NLD,Netherlands,Euro,2005,730992.5625,801049.3125,16.367158,8.36416626,1433.611871,3.206103086,514926.875,671891.625,733966.9375,777483.125,2279614,0.037400417,1.213186741,0.97253865,789668.75,528745.6875,726360,3552750.25,0.790194273,1.019451737,1.055751681,0.598016381,0.074905723,0.040206976,0.80412,0.945783615,0.933387518,0.881145298,Benchmark,Benchmark,Market-based,Regular,Regular,0.905584867,NA,0.496152937,0.201888293,0.1661468,0.825996757,-0.717831969,0.027647091,0.86682111,0.892721832,1.181584001,0.545002759,0.557245553,1.050667167,1.432210565,48942.48058,Netherlands,13.63,22.57,5.78,15.15,16.56,25.1,13,NA,NA,NA,NA,NA,NA,2,12,11.15,30.625137,1,51.44,0.9717064,0.9951139,0,35,47637.03471,10.79840102,10.77136578
NLD,Netherlands,Euro,2010,826027.75,843381.4375,16.682917,8.814677238,1419.633443,3.270922422,565811.4375,759673.375,826498,818680.5625,3763100.75,0.055590298,0.988328576,0.884424269,845664.9375,567947.5625,774218.75,3925318.25,0.892207801,1.00158906,1.03238833,0.60123986,0.065169781,0.041775994,0.755044952,1.072656751,1.024267316,1.034047961,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.479805321,0.236798048,0.211320728,0.916619956,-0.862790048,0.018246029,0.979506373,0.883036375,1.284155488,0.656966329,0.622921169,0.849316597,0.983125925,50553.59548,Netherlands,15.63,25.79,6.22,16.23,19.12,28.82,13,NA,NA,NA,NA,NA,NA,2,12,11.71,13.660124,1,47.33,0.985581,1.0017622,0,40,52096.77032,10.83078935,10.86085824
NLD,Netherlands,Euro,2015,872643.75,875122.75,16.938499,8.807258606,1425.813579,3.340310097,554531.875,804529.875,869773.4375,873971.9375,4273787.5,0.058929302,0.945430458,0.839116871,877776.75,566787.4375,807670.75,4153869.5,0.968570113,0.991494119,1.027137518,0.591772437,0.072258525,0.043668058,0.901658962,0.966342628,0.87984395,0.875617266,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.785246662,NA,0.438107818,0.286048084,0.196388394,0.83769995,-0.765236795,0.006992582,0.90029031,0.687977374,1.113693714,0.634722531,0.616995811,0.62505424,0.718847871,51664.71657,Netherlands,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,2,12,11.74,42.131798,1,37.02,1,1.0013992,0,45,52935.64637,10.85253036,10.87683224
POL,Poland,Zloty,1970,188535.3906,188763.625,32.639258,14.16734409,NA,2.300458193,157977.4531,185831.7031,180203.1406,180163.1094,276277.9375,NA,NA,NA,271561.625,224183.3281,271349.5938,258002.1719,NA,NA,NA,0.626219392,0.202779159,0.035407346,0.004,0.148004413,0.156916454,0.156951338,Extrapolated,Extrapolated,Estimated,Regular,Regular,NA,NA,0.593977213,0.154605731,0.282880753,0.002292349,-0.001920499,-0.03183556,0.166314185,0.20746173,0.10955859,0.31688267,0.329121888,0.145618901,NA,5783.330767,Poland,2.74,4.98,3.07,8.1,3.54,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63,3.02741985,1,42.58,0.9329114,0.9013237,1,0,2317.97201,8.662735053,7.748447949
